species,item,ability,type1,type2,move1,move2,move3,move4,won,strategy
Cryogonal,Leftovers,Levitate,Ice,,Toxic,Ice Beam,Hidden Power Ground,Recover,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Earthquake,Swords Dance,Knock Off,Rapid Spin,false,random
Relicanth,Leftovers,Rock Head,Water,Rock,Head Smash,Stealth Rock,Toxic,Waterfall,false,random
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Crunch,Earthquake,Ice Punch,Stone Edge,false,random
Bibarel,Chesto Berry,Simple,Normal,Water,Rest,Waterfall,Return,Curse,false,random
Haxorus,Lum Berry,Mold Breaker,Dragon,,Earthquake,Taunt,Dragon Dance,Outrage,true,best
Heatmor,Life Orb,Flash Fire,Fire,,Giga Drain,Fire Blast,Knock Off,Focus Blast,true,best
Latias,Leftovers,Levitate,Dragon,Psychic,Roost,Defog,Thunderbolt,Draco Meteor,true,best
Heracross,Heracronite,Moxie,Bug,Fighting,Swords Dance,Close Combat,Substitute,Pin Missile,true,best
Ursaring,Toxic Orb,Quick Feet,Normal,,Swords Dance,Facade,Close Combat,Crunch,true,best
Pyroar,Life Orb,Unnerve,Fire,Normal,Will-O-Wisp,Dark Pulse,Hyper Voice,Fire Blast,true,best
Malamar,Leftovers,Contrary,Dark,Psychic,Substitute,Psycho Cut,Knock Off,Superpower,false,random
Shiftry,Life Orb,Early Bird,Grass,Dark,Leaf Storm,Sucker Punch,Low Kick,Leaf Blade,false,random
Alakazam,Alakazite,Magic Guard,Psychic,,Psyshock,Encore,Calm Mind,Focus Blast,false,random
Muk,Black Sludge,Poison Touch,Poison,,Fire Punch,Gunk Shot,Memento,Shadow Sneak,false,random
Jellicent,Leftovers,Water Absorb,Water,Ghost,Recover,Toxic,Shadow Ball,Scald,false,random
Corsola,Leftovers,Regenerator,Water,Rock,Power Gem,Scald,Recover,Stealth Rock,false,random
Landorus-Therian,Focus Sash,Intimidate,Ground,Flying,Swords Dance,Superpower,Earthquake,Stone Edge,true,best
Deoxys-Defense,Leftovers,Pressure,Psychic,,Toxic,Knock Off,Recover,Stealth Rock,true,best
Cobalion,Leftovers,Justified,Steel,Fighting,Stone Edge,Stealth Rock,Taunt,Close Combat,true,best
Clawitzer,Choice Specs,Mega Launcher,Water,,Aura Sphere,Scald,Ice Beam,U-turn,true,best
Conkeldurr,Life Orb,Iron Fist,Fighting,,Bulk Up,Ice Punch,Drain Punch,Knock Off,true,best
Watchog,Leftovers,Analytic,Normal,,Hypnosis,Substitute,Return,Knock Off,true,best
Lopunny,Choice Scarf,Limber,Normal,,Switcheroo,Ice Punch,High Jump Kick,Return,false,random
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Draco Meteor,Blue Flare,Stone Edge,Roost,false,random
Swampert,Swampertite,Damp,Water,Ground,Earthquake,Ice Punch,Waterfall,Rain Dance,false,random
Arbok,Black Sludge,Shed Skin,Poison,,Rest,Coil,Gunk Shot,Aqua Tail,false,random
Kabutops,Life Orb,Battle Armor,Rock,Water,Stone Edge,Swords Dance,Waterfall,Knock Off,false,random
Rotom-Heat,Leftovers,Levitate,Electric,Fire,Volt Switch,Will-O-Wisp,Overheat,Hidden Power Ice,false,random
Leafeon,Leftovers,Chlorophyll,Grass,,Synthesis,Swords Dance,Knock Off,Leaf Blade,true,best
Lapras,Leftovers,Water Absorb,Water,Ice,Toxic,Ice Beam,Hydro Pump,Thunderbolt,true,best
Hoopa-Unbound,Leftovers,Magician,Psychic,Dark,Dark Pulse,Substitute,Gunk Shot,Psychic,true,best
Alakazam,Alakazite,Magic Guard,Psychic,,Substitute,Psyshock,Encore,Shadow Ball,true,best
Nidoqueen,Life Orb,Sheer Force,Poison,Ground,Fire Blast,Stealth Rock,Ice Beam,Earth Power,true,best
Delcatty,Life Orb,Wonder Skin,Normal,,Double-Edge,Heal Bell,Wild Charge,Fake Out,true,best
Chesnaught,Leftovers,Bulletproof,Grass,Fighting,Drain Punch,Spiky Shield,Spikes,Wood Hammer,false,random
Talonflame,Sharp Beak,Gale Wings,Fire,Flying,Brave Bird,Swords Dance,Roost,Flare Blitz,false,random
Magcargo,White Herb,Flame Body,Fire,Rock,Hidden Power Grass,Shell Smash,Ancient Power,Lava Plume,false,random
Skarmory,Leftovers,Sturdy,Steel,Flying,Brave Bird,Whirlwind,Roost,Spikes,false,random
Alomomola,Leftovers,Regenerator,Water,,Scald,Protect,Toxic,Wish,false,random
Wigglytuff,Leftovers,Competitive,Normal,Fairy,Fire Blast,Heal Bell,Stealth Rock,Dazzling Gleam,false,random
Gliscor,Toxic Orb,Poison Heal,Ground,Flying,Earthquake,Toxic,U-turn,Roost,true,best
Lilligant,Leftovers,Own Tempo,Grass,,Hidden Power Rock,Quiver Dance,Giga Drain,Sleep Powder,true,best
Infernape,Expert Belt,Blaze,Fire,Fighting,Close Combat,Stone Edge,U-turn,Fire Blast,true,best
Alomomola,Leftovers,Regenerator,Water,,Knock Off,Toxic,Protect,Scald,true,best
Slurpuff,Sitrus Berry,Unburden,Fairy,,Play Rough,Drain Punch,Return,Belly Drum,true,best
Wobbuffet,Custap Berry,Shadow Tag,Psychic,,Safeguard,Counter,Mirror Coat,Destiny Bond,true,best
Blastoise,Blastoisinite,Rain Dish,Water,,Dragon Tail,Dark Pulse,Rapid Spin,Scald,false,random
Chimecho,Leftovers,Levitate,Psychic,,Shadow Ball,Healing Wish,Yawn,Psychic,false,random
Giratina,Leftovers,Pressure,Ghost,Dragon,Will-O-Wisp,Roar,Shadow Ball,Dragon Pulse,false,random
Ledian,Leftovers,Swarm,Bug,Flying,Toxic,Roost,U-turn,Knock Off,false,random
Raikou,Leftovers,Volt Absorb,Electric,,Calm Mind,Thunderbolt,Aura Sphere,Substitute,false,random
Hariyama,Choice Band,Thick Fat,Fighting,,Close Combat,Stone Edge,Ice Punch,Knock Off,false,random
Mawile,Life Orb,Sheer Force,Steel,Fairy,Swords Dance,Play Rough,Iron Head,Knock Off,true,best
Dragonite,Lum Berry,Multiscale,Dragon,Flying,Extreme Speed,Outrage,Fire Punch,Dragon Dance,true,best
Gyarados,Gyaradosite,Intimidate,Water,Flying,Waterfall,Dragon Dance,Ice Fang,Crunch,true,best
Ledian,Leftovers,Swarm,Bug,Flying,Roost,Toxic,Knock Off,U-turn,true,best
Gigalith,Choice Band,Sturdy,Rock,,Explosion,Earthquake,Stone Edge,Superpower,true,best
Garbodor,Black Sludge,Aftermath,Poison,,Toxic Spikes,Drain Punch,Spikes,Gunk Shot,true,best
Ninetales,Focus Sash,Drought,Fire,,Nasty Plot,Hidden Power Ice,Will-O-Wisp,Fire Blast,false,random
Ferrothorn,Leftovers,Iron Barbs,Grass,Steel,Power Whip,Stealth Rock,Protect,Spikes,false,random
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Sludge Bomb,Bug Buzz,Quiver Dance,Sleep Powder,false,random
Quagsire,Leftovers,Water Absorb,Water,Ground,Toxic,Earthquake,Recover,Scald,false,random
Electivire,Expert Belt,Motor Drive,Electric,,Volt Switch,Wild Charge,Cross Chop,Earthquake,false,random
Blissey,Leftovers,Natural Cure,Normal,,Heal Bell,Toxic,Seismic Toss,Soft-Boiled,false,random
Mewtwo,Mewtwonite Y,Unnerve,Psychic,,Recover,Calm Mind,Ice Beam,Psystrike,true,best
Zapdos,Leftovers,Pressure,Electric,Flying,U-turn,Toxic,Roost,Thunderbolt,true,best
Reuniclus,Life Orb,Magic Guard,Psychic,,Psyshock,Trick Room,Shadow Ball,Focus Blast,true,best
Raichu,Life Orb,Lightning Rod,Electric,,Hidden Power Ice,Nasty Plot,Focus Blast,Thunderbolt,true,best
Wormadam,Leftovers,Overcoat,Bug,Grass,Synthesis,Signal Beam,Toxic,Giga Drain,true,best
Togekiss,Leftovers,Serene Grace,Fairy,Flying,Roost,Defog,Heal Bell,Air Slash,true,best
Dodrio,Life Orb,Tangled Feet,Normal,Flying,Brave Bird,Roost,Double-Edge,Quick Attack,false,random
Simisear,Leftovers,Blaze,Fire,,Hidden Power Rock,Fire Blast,Substitute,Nasty Plot,false,random
Weezing,Black Sludge,Levitate,Poison,,Sludge Bomb,Will-O-Wisp,Protect,Fire Blast,false,random
Weavile,Life Orb,Pickpocket,Dark,Ice,Ice Shard,Icicle Crash,Swords Dance,Knock Off,false,random
Genesect,Douse Drive,Download,Bug,Steel,Ice Beam,Shift Gear,Iron Head,Techno Blast,false,random
Camerupt,Cameruptite,Solid Rock,Fire,Ground,Fire Blast,Ancient Power,Stealth Rock,Earth Power,false,random
Yveltal,Leftovers,Dark Aura,Dark,Flying,Toxic,Foul Play,Oblivion Wing,Dark Pulse,true,best
Glaceon,Life Orb,Ice Body,Ice,,Hidden Power Ground,Shadow Ball,Heal Bell,Ice Beam,true,best
Linoone,Sitrus Berry,Quick Feet,Normal,,Belly Drum,Extreme Speed,Shadow Claw,Seed Bomb,true,best
Heliolisk,Choice Specs,Dry Skin,Electric,Normal,Dark Pulse,Thunderbolt,Hyper Voice,Surf,true,best
Archeops,,Defeatist,Rock,Flying,Endeavor,Head Smash,Aqua Tail,Acrobatics,true,best
Terrakion,Life Orb,Justified,Rock,Fighting,Swords Dance,Stone Edge,Earthquake,Close Combat,true,best
Galvantula,Focus Sash,Compound Eyes,Bug,Electric,Bug Buzz,Thunder,Giga Drain,Sticky Web,false,random
Electrode,Life Orb,Static,Electric,,Thunderbolt,Foul Play,Signal Beam,Volt Switch,false,random
Clawitzer,Choice Specs,Mega Launcher,Water,,Aura Sphere,Water Pulse,Ice Beam,U-turn,false,random
Tyrantrum,Lum Berry,Rock Head,Rock,Dragon,Outrage,Superpower,Head Smash,Dragon Dance,false,random
Tropius,Sitrus Berry,Harvest,Grass,Flying,Air Slash,Toxic,Leech Seed,Giga Drain,false,random
Pidgeot,Pidgeotite,Tangled Feet,Normal,Flying,Roost,Defog,Heat Wave,Hurricane,false,random
Tauros,Life Orb,Sheer Force,Normal,,Rock Slide,Body Slam,Zen Headbutt,Earthquake,true,best
Dugtrio,Focus Sash,Arena Trap,Ground,,Earthquake,Stone Edge,Reversal,Substitute,true,best
Gyarados,Gyaradosite,Intimidate,Water,Flying,Waterfall,Dragon Dance,Ice Fang,Crunch,true,best
Hitmontop,Leftovers,Intimidate,Fighting,,Stone Edge,Rapid Spin,Toxic,Close Combat,true,best
Magnezone,Choice Scarf,Magnet Pull,Electric,Steel,Volt Switch,Hidden Power Fire,Flash Cannon,Thunderbolt,true,best
Infernape,Life Orb,Blaze,Fire,Fighting,Earthquake,Stealth Rock,Close Combat,Fire Blast,true,best
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Dragon Dance,Crunch,Earthquake,Stone Edge,false,random
Dewgong,Leftovers,Thick Fat,Water,Ice,Toxic,Encore,Ice Beam,Surf,false,random
Kingler,Life Orb,Hyper Cutter,Water,,Agility,Knock Off,X-Scissor,Crabhammer,false,random
Mesprit,Leftovers,Levitate,Psychic,,Psyshock,Calm Mind,Hidden Power Fire,Energy Ball,false,random
Probopass,Air Balloon,Magnet Pull,Rock,Steel,Flash Cannon,Thunder Wave,Earth Power,Stealth Rock,false,random
Klefki,Leftovers,Prankster,Steel,Fairy,Light Screen,Play Rough,Thunder Wave,Spikes,false,random
Mandibuzz,Leftovers,Overcoat,Dark,Flying,Brave Bird,Roost,Toxic,Foul Play,true,best
Sceptile,Choice Specs,Overgrow,Grass,,Hidden Power Ice,Focus Blast,Leaf Storm,Giga Drain,true,best
Arbok,Life Orb,Intimidate,Poison,,Sucker Punch,Coil,Gunk Shot,Aqua Tail,true,best
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Crunch,Ice Punch,Dragon Dance,Stone Edge,true,best
Wailord,Choice Specs,Water Veil,Water,,Hydro Pump,Hidden Power Fire,Ice Beam,Water Spout,true,best
Electivire,Expert Belt,Motor Drive,Electric,,Flamethrower,Ice Punch,Wild Charge,Cross Chop,true,best
Hariyama,Focus Sash,Thick Fat,Fighting,,Close Combat,Knock Off,Ice Punch,Bulk Up,false,random
Parasect,Leftovers,Dry Skin,Bug,Grass,X-Scissor,Seed Bomb,Knock Off,Substitute,false,random
Venusaur,Venusaurite,Chlorophyll,Grass,Poison,Leech Seed,Sludge Bomb,Hidden Power Fire,Earthquake,false,random
Accelgor,Leftovers,Sticky Hold,Bug,,Yawn,Bug Buzz,Hidden Power Rock,Encore,false,random
Kyurem-White,Choice Scarf,Turboblaze,Dragon,Ice,Focus Blast,Draco Meteor,Earth Power,Ice Beam,false,random
Xatu,Leftovers,Magic Bounce,Psychic,Flying,Toxic,Roost,Psychic,Heat Wave,false,random
Barbaracle,White Herb,Tough Claws,Rock,Water,Earthquake,Razor Shell,Shell Smash,Cross Chop,true,best
Pikachu,Light Ball,Lightning Rod,Electric,,Volt Tackle,Volt Switch,Hidden Power Ice,Grass Knot,true,best
Genesect,Assault Vest,Download,Bug,Steel,Iron Head,Thunderbolt,Flamethrower,Extreme Speed,true,best
Unfezant,Scope Lens,Super Luck,Normal,Flying,Hypnosis,Night Slash,Return,Pluck,true,best
Froslass,Leftovers,Cursed Body,Ice,Ghost,Shadow Ball,Spikes,Thunder Wave,Ice Beam,true,best
Medicham,Medichamite,Pure Power,Fighting,Psychic,Zen Headbutt,Ice Punch,Fake Out,High Jump Kick,true,best
Kyurem-White,Choice Specs,Turboblaze,Dragon,Ice,Ice Beam,Focus Blast,Draco Meteor,Fusion Flare,false,random
Cryogonal,Leftovers,Levitate,Ice,,Haze,Ice Beam,Hidden Power Ground,Rapid Spin,false,random
Volcanion,Choice Scarf,Water Absorb,Fire,Water,Steam Eruption,Earth Power,Sludge Wave,Fire Blast,false,random
Clefable,Life Orb,Magic Guard,Fairy,,Stealth Rock,Fire Blast,Soft-Boiled,Moonblast,false,random
Cofagrigus,Leftovers,Mummy,Ghost,,Pain Split,Hidden Power Fighting,Toxic Spikes,Shadow Ball,false,random
Linoone,Sitrus Berry,Quick Feet,Normal,,Extreme Speed,Belly Drum,Shadow Claw,Seed Bomb,false,random
Scolipede,Life Orb,Speed Boost,Bug,Poison,Rock Slide,Poison Jab,Protect,Megahorn,true,best
Poliwrath,Leftovers,Water Absorb,Water,Fighting,Scald,Circle Throw,Rest,Sleep Talk,true,best
Chimecho,Leftovers,Levitate,Psychic,,Heal Bell,Recover,Psychic,Shadow Ball,true,best
Tyrantrum,Lum Berry,Rock Head,Rock,Dragon,Outrage,Superpower,Dragon Dance,Head Smash,true,best
Shaymin-Sky,Metronome,Serene Grace,Grass,Flying,Air Slash,Hidden Power Ice,Seed Flare,Leech Seed,true,best
Basculin-Blue-Striped,Choice Band,Adaptability,Water,,Zen Headbutt,Aqua Jet,Superpower,Waterfall,true,best
Yanmega,Life Orb,Speed Boost,Bug,Flying,Protect,Air Slash,Bug Buzz,Giga Drain,false,random
Rampardos,Life Orb,Sheer Force,Rock,,Crunch,Rock Polish,Head Smash,Fire Punch,false,random
Deoxys-Defense,Leftovers,Pressure,Psychic,,Recover,Taunt,Stealth Rock,Seismic Toss,false,random
Plusle,Leftovers,Lightning Rod,Electric,,Substitute,Thunderbolt,Encore,Hidden Power Ice,false,random
Galvantula,Life Orb,Compound Eyes,Bug,Electric,Giga Drain,Sticky Web,Volt Switch,Thunder,false,random
Simisear,Leftovers,Blaze,Fire,,Fire Blast,Grass Knot,Substitute,Hidden Power Rock,false,random
Zekrom,Leftovers,Teravolt,Dragon,Electric,Substitute,Bolt Strike,Hone Claws,Dragon Claw,true,best
Heliolisk,Choice Specs,Dry Skin,Electric,Normal,Volt Switch,Dark Pulse,Hyper Voice,Surf,true,best
Beartic,Choice Band,Swift Swim,Ice,,Stone Edge,Aqua Jet,Night Slash,Icicle Crash,true,best
Clefable,Life Orb,Magic Guard,Fairy,,Moonblast,Calm Mind,Fire Blast,Soft-Boiled,true,best
Heracross,Life Orb,Moxie,Bug,Fighting,Close Combat,Swords Dance,Knock Off,Megahorn,true,best
Banette,Banettite,Insomnia,Ghost,,Sucker Punch,Destiny Bond,Shadow Claw,Taunt,true,best
Sableye,Leftovers,Prankster,Dark,Ghost,Will-O-Wisp,Recover,Knock Off,Foul Play,false,random
Politoed,Leftovers,Drizzle,Water,,Scald,Protect,Hypnosis,Encore,false,random
Mawile,Mawilite,Intimidate,Steel,Fairy,Iron Head,Swords Dance,Play Rough,Sucker Punch,false,random
Ninetales,Leftovers,Drought,Fire,,Fire Blast,Solar Beam,Substitute,Nasty Plot,false,random
Espeon,Leftovers,Magic Bounce,Psychic,,Substitute,Dazzling Gleam,Psyshock,Shadow Ball,false,random
Throh,Toxic Orb,Guts,Fighting,,Bulk Up,Ice Punch,Knock Off,Storm Throw,false,random
Gourgeist-Super,Leftovers,Insomnia,Ghost,Grass,Seed Bomb,Synthesis,Leech Seed,Shadow Sneak,true,best
Delphox,Life Orb,Magician,Fire,Psychic,Calm Mind,Grass Knot,Fire Blast,Shadow Ball,true,best
Plusle,Leftovers,Lightning Rod,Electric,,Hidden Power Ice,Substitute,Nasty Plot,Thunderbolt,true,best
Jirachi,Leftovers,Serene Grace,Steel,Psychic,Toxic,Wish,Ice Punch,Iron Head,true,best
Umbreon,Leftovers,Synchronize,Dark,,Wish,Heal Bell,Toxic,Foul Play,true,best
Genesect,Douse Drive,Download,Bug,Steel,Iron Head,Techno Blast,Shift Gear,U-turn,true,best
Lopunny,Lopunnite,Limber,Normal,,High Jump Kick,Return,Fake Out,Ice Punch,false,random
Arceus-Flying,Sky Plate,Multitype,Flying,,Recover,Toxic,Judgment,Earth Power,false,random
Manaphy,Leftovers,Hydration,Water,,Energy Ball,Ice Beam,Tail Glow,Surf,false,random
Espeon,Leftovers,Magic Bounce,Psychic,,Calm Mind,Dazzling Gleam,Morning Sun,Psychic,false,random
Yanmega,Life Orb,Speed Boost,Bug,Flying,Protect,Bug Buzz,Air Slash,Giga Drain,false,random
Stantler,Choice Band,Intimidate,Normal,,Jump Kick,Double-Edge,Megahorn,Earthquake,false,random
Beedrill,Focus Sash,Sniper,Bug,Poison,Toxic Spikes,Endeavor,Poison Jab,Knock Off,true,best
Houndoom,Houndoominite,Flash Fire,Dark,Fire,Taunt,Nasty Plot,Fire Blast,Dark Pulse,true,best
Reuniclus,Life Orb,Magic Guard,Psychic,,Trick Room,Recover,Shadow Ball,Psyshock,true,best
Kingler,Life Orb,Sheer Force,Water,,Knock Off,Superpower,Rock Slide,Crabhammer,true,best
Raticate,Toxic Orb,Guts,Normal,,Swords Dance,Sucker Punch,Facade,Flame Wheel,true,best
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Blue Flare,Draco Meteor,Roost,Stone Edge,true,best
Chatot,Leftovers,Big Pecks,Normal,Flying,Nasty Plot,Chatter,Substitute,Boomburst,false,random
Lunatone,Leftovers,Levitate,Rock,Psychic,Toxic,Ice Beam,Moonlight,Ancient Power,false,random
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Rest,Sleep Talk,Psychic,Dark Pulse,false,random
Bastiodon,Air Balloon,Sturdy,Rock,Steel,Toxic,Metal Burst,Stealth Rock,Rock Blast,false,random
Yanmega,Choice Specs,Tinted Lens,Bug,Flying,Bug Buzz,U-turn,Giga Drain,Air Slash,false,random
Dugtrio,Leftovers,Arena Trap,Ground,,Stone Edge,Sucker Punch,Substitute,Earthquake,false,random
Pinsir,Focus Sash,Moxie,Bug,,Stealth Rock,Stone Edge,Close Combat,X-Scissor,true,best
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Roost,Draco Meteor,Toxic,Ice Beam,true,best
Garchomp,Garchompite,Rough Skin,Dragon,Ground,Outrage,Stone Edge,Draco Meteor,Earthquake,true,best
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Weather Ball,Sunny Day,Power Whip,Sludge Bomb,true,best
Chimecho,Leftovers,Levitate,Psychic,,Shadow Ball,Calm Mind,Psychic,Yawn,true,best
Gliscor,Toxic Orb,Poison Heal,Ground,Flying,Roost,Toxic,Knock Off,Earthquake,true,best
Rotom,Focus Sash,Levitate,Electric,Ghost,Will-O-Wisp,Pain Split,Shadow Ball,Volt Switch,false,random
Latios,Choice Specs,Levitate,Dragon,Psychic,Psyshock,Surf,Thunderbolt,Draco Meteor,false,random
Exeggutor,Sitrus Berry,Harvest,Grass,Psychic,Giga Drain,Hidden Power Fire,Leech Seed,Psychic,false,random
Abomasnow,Abomasite,Snow Warning,Grass,Ice,Ice Shard,Giga Drain,Hidden Power Fire,Earthquake,false,random
Swalot,Black Sludge,Sticky Hold,Poison,,Earthquake,Encore,Sludge Bomb,Yawn,false,random
Clawitzer,Choice Specs,Mega Launcher,Water,,Ice Beam,U-turn,Aura Sphere,Scald,false,random
Rapidash,Life Orb,Flash Fire,Fire,,Morning Sun,Sunny Day,Flare Blitz,Solar Beam,true,best
Granbull,Leftovers,Intimidate,Fairy,,Heal Bell,Play Rough,Thunder Wave,Crunch,true,best
Latias,Latiasite,Levitate,Dragon,Psychic,Calm Mind,Surf,Draco Meteor,Psyshock,true,best
Simisage,Life Orb,Overgrow,Grass,,Leaf Storm,Hidden Power Ice,Superpower,Nasty Plot,true,best
Plusle,Leftovers,Lightning Rod,Electric,,Nasty Plot,Encore,Thunderbolt,Hidden Power Ice,true,best
Heliolisk,Choice Specs,Dry Skin,Electric,Normal,Dark Pulse,Volt Switch,Thunderbolt,Hidden Power Ice,true,best
Lickilicky,Leftovers,Own Tempo,Normal,,Swords Dance,Heal Bell,Body Slam,Knock Off,false,random
Thundurus-Therian,Life Orb,Volt Absorb,Electric,Flying,Thunderbolt,Hidden Power Flying,Nasty Plot,Focus Blast,false,random
Xatu,Leftovers,Magic Bounce,Psychic,Flying,Roost,Calm Mind,Psychic,Heat Wave,false,random
Cobalion,Leftovers,Justified,Steel,Fighting,Stone Edge,Swords Dance,Close Combat,Taunt,false,random
Parasect,Leftovers,Dry Skin,Bug,Grass,X-Scissor,Substitute,Spore,Seed Bomb,false,random
Carracosta,Weakness Policy,Solid Rock,Water,Rock,Aqua Jet,Stone Edge,Earthquake,Shell Smash,false,random
Wormadam,Leftovers,Overcoat,Bug,Grass,Signal Beam,Synthesis,Giga Drain,Toxic,true,best
Yanmega,Life Orb,Speed Boost,Bug,Flying,Air Slash,Protect,Giga Drain,Bug Buzz,true,best
Keldeo,Choice Scarf,Justified,Water,Fighting,Hydro Pump,Scald,Hidden Power Electric,Secret Sword,true,best
Granbull,Leftovers,Intimidate,Fairy,,Thunder Wave,Play Rough,Crunch,Heal Bell,true,best
Dewgong,Leftovers,Thick Fat,Water,Ice,Toxic,Ice Beam,Perish Song,Surf,true,best
Marowak,Thick Club,Rock Head,Ground,,Double-Edge,Knock Off,Stealth Rock,Bonemerang,true,best
Entei,Choice Band,Flash Fire,Fire,,Extreme Speed,Sacred Fire,Stone Edge,Flare Blitz,false,random
Scolipede,Black Sludge,Speed Boost,Bug,Poison,Toxic Spikes,Rock Slide,Megahorn,Protect,false,random
Rotom-Frost,Leftovers,Levitate,Electric,Ice,Thunderbolt,Pain Split,Substitute,Blizzard,false,random
Deoxys-Attack,Life Orb,Pressure,Psychic,,Knock Off,Extreme Speed,Psycho Boost,Ice Beam,false,random
Froslass,Leftovers,Cursed Body,Ice,Ghost,Spikes,Taunt,Shadow Ball,Ice Beam,false,random
Furfrou-Dandy,Leftovers,Fur Coat,Normal,,Substitute,Sucker Punch,Thunder Wave,Return,false,random
Dragonite,Lum Berry,Multiscale,Dragon,Flying,Roost,Dragon Dance,Outrage,Extreme Speed,true,best
Hoopa,Life Orb,Magician,Psychic,Ghost,Psyshock,Shadow Ball,Nasty Plot,Focus Blast,true,best
Samurott,Life Orb,Torrent,Water,,Swords Dance,Aqua Jet,Megahorn,Waterfall,true,best
Mesprit,Choice Specs,Levitate,Psychic,,Signal Beam,Psyshock,Ice Beam,Hidden Power Fire,true,best
Leafeon,Leftovers,Chlorophyll,Grass,,Synthesis,Leaf Blade,Swords Dance,Knock Off,true,best
Houndoom,Houndoominite,Flash Fire,Dark,Fire,Fire Blast,Hidden Power Grass,Nasty Plot,Dark Pulse,true,best
Cinccino,Choice Band,Skill Link,Normal,,Rock Blast,U-turn,Bullet Seed,Tail Slap,false,random
Manaphy,Leftovers,Hydration,Water,,Tail Glow,Psychic,Surf,Ice Beam,false,random
Forretress,Leftovers,Sturdy,Bug,Steel,Spikes,Rapid Spin,Stealth Rock,Gyro Ball,false,random
Cherrim,Life Orb,Flower Gift,Grass,,Hidden Power Ice,Sunny Day,Solar Beam,Weather Ball,false,random
Dodrio,Life Orb,Tangled Feet,Normal,Flying,Knock Off,Double-Edge,Brave Bird,Roost,false,random
Giratina,Leftovers,Pressure,Ghost,Dragon,Will-O-Wisp,Shadow Ball,Roar,Dragon Pulse,false,random
Golduck,Leftovers,Swift Swim,Water,,Ice Beam,Encore,Scald,Substitute,true,best
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Fusion Flare,Draco Meteor,Ice Beam,Roost,true,best
Scolipede,Life Orb,Speed Boost,Bug,Poison,Poison Jab,Rock Slide,Protect,Megahorn,true,best
Heatran,Air Balloon,Flash Fire,Fire,Steel,Lava Plume,Roar,Toxic,Earth Power,true,best
Sceptile,Sceptilite,Overgrow,Grass,,Hidden Power Fire,Giga Drain,Dragon Pulse,Earthquake,true,best
Ludicolo,Life Orb,Swift Swim,Water,Grass,Scald,Ice Beam,Rain Dance,Giga Drain,true,best
Darmanitan,Life Orb,Sheer Force,Fire,,Rock Slide,U-turn,Earthquake,Flare Blitz,false,random
Gallade,Choice Band,Justified,Psychic,Fighting,Ice Punch,Shadow Sneak,Zen Headbutt,Drain Punch,false,random
Aegislash,Life Orb,Stance Change,Steel,Ghost,Shadow Ball,Flash Cannon,Shadow Sneak,King's Shield,false,random
Audino,Audinite,Regenerator,Normal,,Protect,Wish,Dazzling Gleam,Heal Bell,false,random
Raichu,Leftovers,Lightning Rod,Electric,,Nasty Plot,Encore,Grass Knot,Thunderbolt,false,random
Malamar,Life Orb,Contrary,Dark,Psychic,Superpower,Trick Room,Psycho Cut,Knock Off,false,random
Rayquaza,Lum Berry,Air Lock,Dragon,Flying,Earthquake,V-create,Outrage,Dragon Dance,true,best
Crawdaunt,Life Orb,Adaptability,Water,Dark,Swords Dance,Crabhammer,Aqua Jet,Knock Off,true,best
Floatzel,Life Orb,Water Veil,Water,,Aqua Jet,Bulk Up,Ice Punch,Waterfall,true,best
Delibird,Leftovers,Vital Spirit,Ice,Flying,Destiny Bond,Icy Wind,Rapid Spin,Freeze-Dry,true,best
Miltank,Leftovers,Scrappy,Normal,,Milk Drink,Toxic,Heal Bell,Body Slam,true,best
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Earthquake,Stone Edge,Crunch,Ice Punch,true,best
Tornadus,,Prankster,Flying,,Bulk Up,Knock Off,Acrobatics,Superpower,false,random
Dugtrio,Focus Sash,Arena Trap,Ground,,Sucker Punch,Substitute,Earthquake,Reversal,false,random
Lunatone,Leftovers,Levitate,Rock,Psychic,Moonlight,Earth Power,Ancient Power,Calm Mind,false,random
Rapidash,Life Orb,Flash Fire,Fire,,Flare Blitz,Solar Beam,Drill Run,Sunny Day,false,random
Delphox,Choice Scarf,Magician,Fire,Psychic,Grass Knot,Psyshock,Switcheroo,Fire Blast,false,random
Luxray,Assault Vest,Intimidate,Electric,,Crunch,Volt Switch,Superpower,Wild Charge,false,random
Dragonite,Lum Berry,Multiscale,Dragon,Flying,Earthquake,Outrage,Extreme Speed,Dragon Dance,true,best
Lunatone,Leftovers,Levitate,Rock,Psychic,Calm Mind,Moonlight,Psychic,Ancient Power,true,best
Malamar,Life Orb,Contrary,Dark,Psychic,Knock Off,Psycho Cut,Trick Room,Superpower,true,best
